HGNC.symbol,UniProt.Ac
NPM1,P06748
CENPI,Q92674
PCDH15,Q96QU1
C1orf141,Q5JVX7
CST3,P01034
PTK7,Q13308
GPATCH11,Q8N954
ASPSCR1,Q9BZE9
NPR1,P16066
MEGF6,O75095
ANKRD20A1,Q5TYW2
GJD3,Q8N144
FGD1,P98174
CST4,P01036
CCL28,Q9NRJ3
CTTNBP2,Q8WZ74
ALDH16A1,Q8IZ83
NEU2,Q9Y3R4
NAT8L,Q8N9F0
CST1,P01037
SCEL,O95171
FOXD4L6,Q3SYB3
SORD,Q00796
CBY1,Q9Y3M2
NSUN7,Q8NE18
CLUAP1,Q96AJ1
CST2,P09228
ZNF821,O75541
CST5,P28325
MOSPD3,O75425
RAD51B,O15315
TBC1D5,Q92609
CAMSAP1,Q5T5Y3
OGDH,Q02218
TOMM22,Q9NS69
GGTLC1,Q9BX51
RNF10,Q8N5U6
PLSCR1,O15162
RGS22,Q8NE09
MKS1,Q9NXB0
SYNDIG1,Q9H7V2
GXYLT2,A0PJZ3
P4HA1,P13674
JOSD1,Q15040
TOP2A,P11388
POLN,Q7Z5Q5
DHCR7,Q9UBM7
TRAV8-4,P01737
OR13H1,Q8NG92
ADPGK,Q9BRR6
WAS,P42768
SLAIN1,Q8ND83
SCN1B,Q07699
DRP2,Q13474
SDPR,O95810
WNT5B,Q9H1J7
SLC3A2,P08195
FLT3LG,P49771
PPP4R2,Q9NY27
ZNF26,P17031
UBAC1,Q9BSL1
IL23R,Q5VWK5
CCDC108,Q6ZU64
ADARB1,P78563
RTP3,Q9BQQ7
TPRG1L,Q5T0D9
GTPBP1,O00178
PLA2R1,Q13018
DBX1,A6NMT0
DUOX2,Q9NRD8
KDM3B,Q7LBC6
NACC2,Q96BF6
CST7,O76096
CALM2,P62158
MAP3K6,O95382
TRIP13,Q15645
DHODH,Q02127
USMG5,Q96IX5
ADAM17,P78536
DYNC1H1,Q14204
C9orf69,H0YL14
TMEM155,Q4W5P6
DUOXA2,Q1HG44
HTATIP2,Q9BUP3
LRRC2,Q9BYS8
INPP5D,Q92835
FBXL14,Q8N1E6
FCN3,O75636
GNL3L,Q9NVN8
RSPH10B2,B2RC85
TMEM200C,A6NKL6
LHX3,Q9UBR4
TMEFF2,Q9UIK5
NLRC3,Q7RTR2
DYTN,A2CJ06
HPN,P05981
CD164L2,Q6UWJ8
APMAP,Q9HDC9
ADIPOR2,Q86V24
RIPK1,Q13546
EDNRB,P24530
CAPG,P40121
WRAP73,Q9P2S5
SCN4B,Q8IWT1
IL12RB2,Q99665
POU4F1,Q01851
SLX4,Q8IY92
EIF2AK2,P19525
TFR2,Q9UP52
TDGF1,P13385
GPR3,P46089
MYO7B,Q6PIF6
KIF5A,Q12840
TXNL4B,Q9NX01
CBWD6,Q4V339
MYH1,P12882
ZNF84,P51523
ANXA8L2,Q5VT79
RNF219,Q5W0B1
DUOXA1,Q1HG43
SMAGP,Q0VAQ4
MDH1B,Q5I0G3
BECN1,Q14457
L3MBTL4,Q8NA19
SNX24,Q9Y343
C5orf28,Q0VDI3
TRAF3IP2,O43734
DNLZ,Q5SXM8
GALR1,P47211
HNRNPD,Q14103
PDCD11,Q14690
CHRM1,P11229
C18orf64,J3KSC0
RPL13A,P40429
DNASE1,P24855
LPO,P22079
INCA1,Q0VD86
WASF2,Q9Y6W5
BIN3,Q9NQY0
DNAH1,Q9P2D7
SALL3,Q9BXA9
TRDC,B7Z8K6
NKD2,Q969F2
SCN2B,O60939
ABCD2,Q9UBJ2
EBLN2,Q6P2I7
NADSYN1,Q6IA69
SUN2,Q9UH99
SMARCA4,P51532
C5orf34,Q96MH7
ANKRD20A4,Q4UJ75
KLRC3,Q07444
SERBP1,Q8NC51
HAUS3,Q68CZ6
FOXD4L5,Q5VV16
BLMH,Q13867
FGD6,Q6ZV73
FOXD4L4,Q8WXT5
GOLGB1,Q14789
CARD9,Q9H257
INTS3,Q68E01
APBB2,Q92870
FRMD7,Q6ZUT3
BPHL,Q86WA6
RBM26,Q5T8P6
ITIH6,Q6UXX5
KLRC2,P26717
SLC22A6,Q4U2R8
DNAL4,O96015
NEO1,Q92859
FBXO43,Q4G163
ARHGAP28,Q9P2N2
CDC42BPA,Q5VT25
IGFBP4,P22692
HP,P00738
PRMT3,O60678
SLC39A10,Q9ULF5
MXD4,Q14582
NPTXR,O95502
AHSP,Q9NZD4
AMICA1,Q86YT9
SATB1,Q01826
SNAPC4,Q5SXM2
GADD45A,P24522
POLR2K,P53803
PDZRN3,Q9UPQ7
FCHO2,Q0JRZ9
YWHAQ,P27348
GNG12,Q9UBI6
RAP2C,Q9Y3L5
CBX6,O95503
EXOSC9,Q06265
KLRC1,P26715
DIRAS3,O95661
ZNF678,Q5SXM1
NDFIP2,Q9NV92
DHTKD1,Q96HY7
ZNF720,Q7Z2F6
TNS4,Q8IZW8
RPS11,P62280
AHDC1,Q5TGY3
SPRY2,O43597
PPIC,P45877
ZFP36L1,Q07352
LTA,P01374
ABLIM3,O94929
PLSCR5,A0PG75
SLITRK1,Q96PX8
ACSS1,Q9NUB1
SLITRK6,Q9H5Y7
ASCL1,P50553
SULT6B1,Q6IMI4
C12orf40,Q86WS4
MAGED2,Q9UNF1
KNTC1,P50748
SNAP47,Q5SQN1
SPAG1,Q07617
ATP9B,O43861
NUDT13,Q86X67
SLITRK5,O94991
APOBEC3B,Q9UH17
ZNF267,Q14586
SDCCAG3,Q96C92
TMEM243,Q9BU79
FASTKD2,Q9NYY8
UBE2V2,Q15819
GPC5,P78333
SLC6A5,Q9Y345
PRDM6,Q9NQX0
APOBEC3C,Q9NRW3
POFUT2,Q9Y2G5
TP53TG3D,Q9ULZ0
MYH2,Q9UKX2
PIP4K2C,Q8TBX8
JMJD4,Q9H9V9
ITGB6,P18564
CCZ1B,P86790
SLC27A3,Q5K4L6
PRSS38,A1L453
GPC6,Q9Y625
APOBEC3D,Q96AK3
CSHL1,Q14406
VSX1,Q9NZR4
KIF1C,O43896
TP53TG3,Q9ULZ0
WNT9A,O14904
IHH,Q14623
REEP2,Q9BRK0
APOBEC3F,Q8IUX4
WNT3A,P56704
SH2D6,Q7Z4S9
FGR,P09769
TP73,O15350
TRAP1,Q12931
FXYD3,Q14802
TMEM249,Q2WGJ8
SLC22A8,Q8TCC7
DCT,P40126
ZFYVE28,Q9HCC9
WLS,Q5T9L3
TAF7L,Q5H9L4
FCGRT,P55899
TP53TG3C,Q9ULZ0
C12orf42,Q96LP6
GATAD2B,Q8WXI9
PMPCA,Q10713
ZIC4,Q8N9L1
SLC2A13,Q96QE2
NHEJ1,Q9H9Q4
APOBEC3G,Q9HC16
CNGA3,Q16281
MPZL3,Q6UWV2
TP53TG3B,Q9ULZ0
KRTAP5-7,Q6L8G8
KRTAP5-8,O75690
BIN2,Q9UBW5
ARF1,P84077
EGR3,Q06889
KRTAP5-9,P26371
MPO,P05164
ACTL6B,O94805
KRTAP5-10,Q6L8G5
TGDS,O95455
INPP5E,Q9NRR6
KRTAP5-11,Q6L8G4
EFCAB1,Q9HAE3
APOBEC3H,Q6NTF7
MBNL3,Q9NUK0
CACNA2D4,Q7Z3S7
NAA38,O95777
PEBP4,Q96S96
SUV39H1,O43463
GPR180,Q86V85
SOX21,Q9Y651
SLC22A24,Q8N4F4
CALHM2,Q9HA72
ZNF140,P52738
TIMM8A,O60220
RPE65,Q16518
IFI6,P09912
ATG16L1,Q676U5
CBX7,O95931
LGI4,Q8N135
KCNH8,Q96L42
FAM86C1,Q9NVL1
ANKRD7,Q92527
LAMA1,P25391
CNTN3,Q9P232
GLOD5,A6NK44
CPO,Q8IVL8
CEP120,Q8N960
GATA1,P15976
SLC52A1,Q9NWF4
DEFB108B,Q8NET1
TAF1B,Q53T94
VEZT,Q9HBM0
DENND4B,O75064
C1orf35,Q9BU76
SLC22A10,Q63ZE4
HPR,P00739
C1GALT1,Q9NS00
KLF7,O75840
NELL1,Q92832
MPZL2,O60487
RHOBTB2,Q9BYZ6
PDGFB,P01127
BZRAP1,O95153
PAIP1,Q9H074
CREBBP,Q92793
FGF18,O76093
DUOX1,Q9NRD9
SLC12A7,Q9Y666
EGR1,P18146
DCTN1,Q14203
TMIGD1,Q6UXZ0
SMIM23,A6NLE4
CCDC27,Q2M243
RCN3,Q96D15
CCNA2,P20248
FOXJ1,Q92949
CD3E,P07766
FBXO33,Q7Z6M2
IQCB1,Q15051
DEPDC1,Q5TB30
HNRNPDL,O14979
BTK,Q06187
ETF1,P62495
LDLR,P01130
DNAH7,Q8WXX0
SNAI2,O43623
COL28A1,Q2UY09
RNF4,P78317
RBMS1,P29558
FBXL6,Q8N531
ENTPD6,O75354
C8orf22,Q8WWR9
RNF121,Q9H920
NOSIP,Q9Y314
LRRK2,Q5S007
ADCY9,O60503
RNF157,Q96PX1
FAM76A,Q8TAV0
TMEM171,Q8WVE6
CPD,O75976
CBWD5,Q5RIA9
MAT2A,P31153
ACTN1,P12814
ABCC4,O15439
SLC23A3,Q6PIS1
DHX38,Q92620
RNF19A,Q9NV58
SMIM1,B2RUZ4
FBXW11,Q9UKB1
MRPL55,Q7Z7F7
SRL,Q86TD4
SEC16A,O15027
INPP4A,Q96PE3
HSP90AA1,P07900
EFHB,Q8N7U6
SHCBP1,Q8NEM2
STRA13,A8MT69
HCN4,Q9Y3Q4
CD3D,P04234
DTX3,Q8N9I9
LRRC47,Q8N1G4
ANO5,Q75V66
SEC61A2,Q9H9S3
C15orf60,Q7Z4M0
LRRC7,Q96NW7
CLDN10,P78369
TFAP4,Q01664
CALHM1,Q8IU99
KCND2,Q9NZV8
SLC17A6,Q9P2U8
ANKRD46,Q86W74
CALHM3,Q86XJ0
ZIC1,Q15915
SNTG1,Q9NSN8
C9orf163,Q8N9P6
TMEM174,Q8WUU8
CREB1,P16220
FANCF,Q9NPI8
CCR7,P32248
GLIS2,Q9BZE0
CD3G,P09693
XRCC2,O43543
MAGOHB,Q96A72
DAD1,P61803
GNB2,P62879
BBS7,Q8IWZ6
COL18A1,P39060
NFATC1,O95644
FXYD1,O00168
CRTC2,Q53ET0
TSPAN12,O95859
SRF,P11831
NNT,Q13423
AFAP1L1,Q8TED9
ALS2CL,Q60I27
LRRC30,A6NM36
ZFP3,Q96NJ6
RTP4,Q96DX8
GGCX,P38435
LRRC40,Q9H9A6
RPL3,P39023
SNX31,Q8N9S9
GAS2,O43903
FRG2C,A6NGY1
CELA1,Q9UNI1
ABHD4,Q8TB40
PAM16,Q9Y3D7
CEP104,O60308
TRO,Q12816
CEBPZ,Q03701
TUBB2A,Q13885
SST,P61278
FXYD7,P58549
STX12,Q86Y82
NOTCH1,P46531
NPTN,Q9Y639
DZIP1,Q86YF9
HDAC6,Q9UBN7
HCAR1,Q9BXC0
ENOPH1,Q9UHY7
CROT,Q9UKG9
ZNF232,Q9UNY5
VPS35,Q96QK1
HCAR2,Q8TDS4
LRFN5,Q96NI6
HCAR3,P49019
PRRG2,O14669
GH1,P01241
FSCB,Q5H9T9
RAB5A,P20339
EGFL7,Q9UHF1
C14orf28,Q4W4Y0
TMEM150C,B9EJG8
GALNT6,Q8NCL4
DENR,O43583
GRHL1,Q9NZI5
STYK1,Q6J9G0
ZNF891,A8MT65
DNAJC3,Q13217
SPC24,Q8NBT2
FAM21B,Q5SNT6
ZNF717,Q9BY31
UCHL1,P09936
PRR12,Q9ULL5
SUPT4H1,P63272
SHF,Q7M4L6
IL18BP,O95998
SVIP,Q8NHG7
MTRNR2L5,P0CJ72
UBE4A,Q14139
FXYD5,Q96DB9
SYNGR1,O43759
CNPPD1,Q9BV87
AGPAT2,O15120
NEURL1,O76050
RRAS,P10301
MIOS,Q9NXC5
CCDC179,H3BU77
AGTR1,P30556
SRSF11,Q05519
FYN,P06241
LIMS2,Q7Z4I7
EPCAM,P16422
CSNK1G3,Q9Y6M4
FAM69B,Q5VUD6
CD276,Q5ZPR3
ZWINT,O95229
PP2D1,A8MPX8
MCPH1,Q8NEM0
PTPRM,P28827
SLC28A2,O43868
LUZP2,Q86TE4
TAB1,Q15750
BTF3,P20290
KANK2,Q63ZY3
HSPA9,P38646
PPP1R8,Q12972
GUK1,Q16774
POP5,Q969H6
TNFRSF10B,O14763
LCN10,Q6JVE6
DFFB,O76075
ECD,O95905
MGAT3,Q09327
PABPC1,P11940
SCAF1,Q9H7N4
MYH3,P11055
SLC39A1,Q9NY26
TRPC3,Q13507
KAT2B,Q92831
ARHGEF25,Q86VW2
UGGT2,Q9NYU1
OR6J1,Q8NGC5
ZMIZ2,Q8NF64
LCN6,P62502
PXDNL,A1KZ92
UBALD2,Q8IYN6
ABCB4,P21439
PMFBP1,Q8TBY8
ROBO2,Q9HCK4
GATM,P50440
ATP5L,O75964
ANKRD13C,Q8N6S4
STK10,O94804
ANGPT2,O15123
TMEM252,Q8N6L7
ORC6,Q9Y5N6
HS6ST3,Q8IZP7
LCN8,Q6JVE9
CCDC62,Q6P9F0
SLC19A1,P41440
MIEF1,Q9NQG6
PYGB,P11216
FAM187B,Q17R55
ZNF10,P21506
OXGR1,Q96P68
LCN15,Q6UWW0
SCD5,Q86SK9
ING3,Q9NXR8
RPL36A,P83881
C15orf59,Q2T9L4
EFCAB9,A8MZ26
HHLA3,Q9XRX5
GRPEL2,Q8TAA5
TMEM141,Q96I45
SH3PXD2A,Q5TCZ1
RAB12,Q6IQ22
QRICH2,Q9H0J4
UBTD2,Q8WUN7
KLHL28,Q9NXS3
ATF4,P18848
AGPAT5,Q9NUQ2
YBX3,P16989
HS6ST2,Q96MM7
RIPPLY2,Q5TAB7
THEMIS2,Q5TEJ8
GJC2,Q5T442
DEFB1,P60022
IBA57-AS1,B1ANH7
PCMTD1,Q96MG8
EAF2,Q96CJ1
DEFA6,Q01524
ASAH2C,P0C7U2
TBC1D21,Q8IYX1
SLC6A19,Q695T7
IBA57,Q5T440
ACTR3B,Q9P1U1
DEFA4,P12838
SH3PXD2B,A1X283
CTDP1,Q9Y5B0
MBNL2,Q5VZF2
DEFA1,P59665
C1orf145,Q96MR7
PIP5K1B,O14986
RNF43,Q68DV7
DEFA1B,P59665
LOXL1,Q08397
FAM134A,Q8NC44
IRF3,Q14653
LRRC45,Q96CN5
CCDC183,Q5T5S1
CUL9,Q8IWT3
RPS19BP1,Q86WX3
DEFA3,P59666
FAM122A,Q96E09
DEFA5,Q01523
CD79B,P40259
PRKACG,P22612
RAP2A,P10114
ZNF705G,A8MUZ8
LSR,Q86X29
VAMP8,Q9BV40
BAP1,Q92560
DEFB4B,O15263
OXA1L,Q15070
SPATA5L1,Q9BVQ7
CTH,P32929
DEFB103B,P81534
FXN,Q16595
FAM179B,Q9Y4F4
PCYOX1L,Q8NBM8
KCNG2,Q9UJ96
ANKRA2,Q9H9E1
IPMK,Q8NFU5
USP6,P35125
ALDH18A1,P54886
RPA3,P35244
SLC6A18,Q96N87
SAG,P10523
CPB1,P15086
HSF5,Q4G112
PCBP3,P57721
CABP1,Q9NZU7
VAMP5,O95183
SPAG11B,Q08648
SLC15A2,Q16348
CORO7,P57737
TMIE,Q8NEW7
DOCK6,Q96HP0
ABHD12,Q8N2K0
FGF10,O15520
PQLC1,Q8N2U9
ERAS,Q7Z444
PSME3,P61289
NEURL1B,A8MQ27
AGAP9,Q5VTM2
FAM193A,P78312
PCSK1N,Q9UHG2
CYB5R4,Q7L1T6
ZFHX3,Q15911
FAM25G,B3EWG6
DEFB104B,Q8WTQ1
RABL6,Q3YEC7
DEFB106B,Q8N104
C16orf47,Q6ZP98
IL17B,Q9UHF5
PTGER3,P43115
DUSP1,P28562
PPIA,P62937
DEFB105B,Q8NG35
STK17B,O94768
C15orf48,Q9C002
METTL21A,Q8WXB1
GIGYF1,O75420
PSMD7,P51665
WDR20,Q8TBZ3
MYLK3,Q32MK0
TANK,Q92844
C9orf172,C9J069
GOSR1,O95249
PHPT1,Q9NRX4
TNFRSF10C,O14798
ZNF268,Q14587
SLC30A4,O14863
C16orf87,Q6PH81
ERGIC1,Q969X5
STOML1,Q9UBI4
SOGA2,Q9Y4B5
HSBP1L1,C9JCN9
TIMM17B,O60830
ANO3,Q9BYT9
ZFAND2B,Q8WV99
TNFRSF10D,Q9UBN6
VASN,Q6EMK4
PRPF39,Q86UA1
DEFB107B,Q8IZN7
NUMA1,Q14980
RTP2,Q5QGT7
TXNL4A,P83876
DEFB107A,Q8IZN7
KMT2A,Q03164
OBFC1,Q9H668
PRPSAP1,Q14558
DEFB105A,Q8NG35
MUC15,Q8N387
ANXA8,P13928
GINS1,Q14691
DEFB106A,Q8N104
TNFRSF10A,O00220
ZRANB2,O95218
HIP1R,O75146
GPT2,Q8TD30
DEFB104A,Q8WTQ1
MAMDC4,Q6UXC1
ABCB1,P08183
SMARCE1,Q969G3
WISP3,O95389
PRSS50,Q9UI38
USF2,Q15853
SLC26A10,Q8NG04
PRSS46,E5RG02
RAC3,P60763
CREB3L4,Q8TEY5
C19orf80,Q6UXH0
NDUFV2,P19404
PRSS45,Q7RTY3
EDF1,O60869
MRPS30,Q9NP92
SLC5A12,Q1EHB4
C1orf174,Q8IYL3
PRSS42,Q7Z5A4
SPAG11A,Q6PDA7
NEGR1,Q7Z3B1
CPA3,P15088
BLOC1S6,Q9UL45
NPIPB15,A6NHN6
FIBIN,Q8TAL6
CPED1,A4D0V7
CHMP7,Q8WUX9
CACNA1I,Q9P0X4
TAS2R7,Q9NYW3
AJAP1,Q9UKB5
TAS2R8,Q9NYW2
MYL3,P08590
TAS2R9,Q9NYW1
GPR17,Q13304
DNAJA3,Q96EY1
MTMR4,Q9NYA4
BBOX1,O75936
TSPAN16,Q9UKR8
TUBB2B,Q9BVA1
RPA2,P15927
LRRIQ3,A6PVS8
EML5,Q05BV3
HCN1,O60741
PRR4,Q16378
CSNK1A1,P48729
IPO5,O00410
UTP15,Q8TED0
HECW2,Q9P2P5
CISD1,Q9NZ45
TRAF2,Q12933
BCL6,P41182
H2AFV,Q71UI9
SGOL1,Q5FBB7
CLEC18B,Q6UXF7
TJP2,Q9UDY2
DNAJA2,O60884
BCL2L12,Q9HB09
RNF181,Q9P0P0
PFKFB1,P16118
COL6A1,P12109
CTNNA1,P35221
FPGT,O14772
CWC15,Q9P013
SMPDL3B,Q92485
RAB3D,O95716
NMRAL1,Q9HBL8
ZNF608,Q9ULD9
FAM189A2,Q15884
PHF7,Q9BWX1
UBE2D1,P51668
MLEC,Q14165
CCDC34,Q96HJ3
FBXW5,Q969U6
PQBP1,O60828
TTC36,A6NLP5
GLCCI1,Q86VQ1
RBFA,Q8N0V3
MRAP2,Q96G30
TNIP2,Q8NFZ5
DPP6,P42658
TMEM205,Q6UW68
DGKD,Q16760
OBSCN,Q5VST9
JTB,O76095
TERT,O14746
UNC119B,A6NIH7
C8G,P07360
APBA1,Q02410
KDM4D,Q6B0I6
PML,P29590
ADNP2,Q6IQ32
TMEM150A,Q86TG1
KDM4E,B2RXH2
ANKRD12,Q6UB98
COA5,Q86WW8
DEFB103A,P81534
DCAF5,Q96JK2
PTH1R,Q03431
LGR4,Q9BXB1
DEFB4A,O15263
PTAR1,Q7Z6K3
WDR33,Q9C0J8
LCN12,Q6JVE5
NPHP4,O75161
KLF11,O14901
ZNF705B,P0CI00
TAS2R10,Q9NYW0
RPL26L1,Q9UNX3
TAS2R13,Q9NYV9
KIAA1009,Q5TB80
TWSG1,Q9GZX9
UNC50,Q53HI1
GLG1,Q92896
WDR54,Q9H977
C9orf141,Q5SQ13
NETO2,Q8NC67
FARP1,Q9Y4F1
PRH2,P02810
FKBP3,Q00688
C9orf135,Q5VTT2
HMOX2,P30519
CLDN23,Q96B33
R3HCC1,Q9Y3T6
PURB,Q96QR8
CCNYL1,Q8N7R7
MFHAS1,Q9Y4C4
SQRDL,Q9Y6N5
POP7,O75817
EMB,Q6PCB8
SEMA3G,Q9NS98
HAMP,P81172
RALBP1,Q15311
EPO,P01588
ACADS,P16219
TAS2R14,Q9NYV8
TAS2R50,P59544
RNF113B,Q8IZP6
TAS2R20,P59543
PTGDS,P41222
TAS2R19,P59542
TAS2R31,P59538
GYG1,P46976
TUBE1,Q9UJT0
TAS2R46,P59540
TMEM25,Q86YD3
TAS2R43,P59537
BEND6,Q5SZJ8
FAM149B1,Q96BN6
TRIM11,Q96F44
ERI1,Q8IV48
APEX2,Q9UBZ4
MAMDC2,Q7Z304
CCDC159,P0C7I6
ICA1,Q05084
TAS2R42,Q7RTR8
LCNL1,Q6ZST4
TNNI3K,Q59H18
PARD6G,Q9BYG4
SLC4A8,Q2Y0W8
LRTOMT,Q96E66
C9orf142,Q9BUH6
KIAA1109,Q2LD37
PRMT1,Q99873
NINL,Q9Y2I6
CDIP1,Q9H305
ATP6V0E1,O15342
SPPL3,Q8TCT6
NANP,Q8TBE9
LRRC53,A6NM62
TRIM17,Q9Y577
MYO1G,B0I1T2
ARHGEF37,A1IGU5
EXD2,Q9NVH0
CLIC3,O95833
SCN4A,P35499
ZNF337,Q9Y3M9
SMC5,Q8IY18
TCTN3,Q6NUS6
C16orf96,A6NNT2
ZNF488,Q96MN9
LIN7C,Q9NUP9
CREBRF,Q8IUR6
RAB13,P51153
SCO1,O75880
MAG,P20916
HIST3H3,Q16695
KLF9,Q13886
FAM182B,Q5T319
UBALD1,Q8TB05
XKR8,Q9H6D3
HIST3H2A,Q7L7L0
C1orf173,Q5RHP9
ROBO1,Q9Y6N7
B4GALNT1,Q00973
HIST3H2BB,Q8N257
ADPRM,Q3LIE5
STK24,Q9Y6E0
PRB3,Q04118
RNF187,Q5TA31
COL6A2,P12110
TNNC1,P63316
FAM229B,Q4G0N7
BDNF,P23560
LIMCH1,Q9UPQ0
CYS1,Q717R9
SH3BP2,P78314
RPS27,P42677
RHOU,Q7L0Q8
ITFG1,Q8TB96
TMEM78,Q5T7P6
TBC1D29,Q9UFV1
SLC7A7,Q9UM01
FANCM,Q8IYD8
TMEM220,Q6QAJ8
FRG1B,Q9BZ01
SEPT4,O43236
MGAT4A,Q9UM21
ADM5,C9JUS6
SPHK1,Q9NYA1
CRYZ,Q08257
GOLGA6A,Q9NYA3
RTKN,Q9BST9
SLC39A4,Q6P5W5
RAB4A,P20338
DEFB115,Q30KQ5
DCXR,Q7Z4W1
SPHAR,Q15513
DEFB116,Q30KQ4
C17orf72,P0C7W0
EYA3,Q99504
FZD5,Q13467
DEFB118,Q96PH6
STAB2,Q8WWQ8
LRTM2,Q8N967
ZNF385D,Q9H6B1
CCSAP,Q6IQ19
DEFB119,Q8N690
RBP3,P10745
ABCB6,Q9NP58
SLC15A1,P46059
RRM2,P31350
DNAJC9,Q8WXX5
PLEKHM3,Q6ZWE6
NXPH1,P58417
TYW3,Q6IPR3
ACTA1,P68133
ALAS2,P22557
PTAFR,P25105
KIAA1586,Q9HCI6
GLA,P06280
PSMG4,Q5JS54
NDUFA4,O00483
PPP4R1,Q8TF05
CCDC12,Q8WUD4
CD22,P20273
NISCH,Q9Y2I1
ISLR2,Q6UXK2
LHX8,Q68G74
CRLF3,Q8IUI8
TFAM,Q00059
UBE2E2,Q96LR5
DNAJC8,O75937
DCP1B,Q8IZD4
DEFB121,Q5J5C9
MGRN1,O60291
DEFB123,Q8N688
DEFB124,Q8NES8
LOXL2,Q9Y4K0
MOK,Q9UQ07
REM1,O75628
PRB2,P02812
RFWD3,Q6PCD5
BICC1,Q9H694
SLK,Q9H2G2
ST18,O60284
ENTHD1,Q8IYW4
MRPL52,Q86TS9
NUDT16L1,Q9BRJ7
ZNF451,Q9Y4E5
CPT1C,Q8TCG5
CLPTM1L,Q96KA5
MLKL,Q8NB16
ILDR1,Q86SU0
HNRNPH2,P55795
ENTPD4,Q9Y227
RUNDC3B,Q96NL0
PSMD14,O00487
KCNAB2,Q13303
IFT46,Q9NQC8
WNT16,Q9UBV4
CRYGD,P07320
PPARGC1B,Q86YN6
PAGE2B,Q5JRK9
GRAP2,O75791
PIRT,P0C851
SEMA6D,Q8NFY4
CRYGC,P07315
PAGE2,Q7Z2X7
NUP133,Q8WUM0
FA2H,Q7L5A8
ETV6,P41212
CRYGB,P07316
PHKB,Q93100
FTCD,O95954
CRYGA,P11844
FAM3C,Q92520
ARMCX4,Q5H9R4
ATPIF1,Q9UII2
FAM83F,Q8NEG4
SLC44A5,Q8NCS7
TBX18,O95935
KIF18A,Q8NI77
FAM150A,Q6UXT8
SHISA6,Q6ZSJ9
ABCA2,Q9BZC7
LAMA4,Q16363
C2orf80,Q0P641
PHF14,O94880
ICAM2,P13598
RAB31,Q13636
NUP210L,Q5VU65
TONSL,Q96HA7
LAMTOR1,Q6IAA8
ABCB10,Q9NRK6
SESN2,P58004
HLTF,Q14527
SWSAP1,Q6NVH7
GTF2H2D,Q6P1K8
ANHX,E9PGG2
METTL15,A6NJ78
TXNDC2,Q86VQ3
WDR59,Q6PJI9
TAF5L,O75529
NBEAL2,Q6ZNJ1
ABCF3,Q9NUQ8
MSH2,P43246
HM13,Q8TCT9
GALNT16,Q8N428
UBE2E1,P51965
ARCN1,P48444
C9orf139,Q6ZV77
MRPS16,Q9Y3D3
KCNA4,P22459
SPATC1L,Q9H0A9
FUT7,Q11130
PTPRZ1,P23471
FSHB,P01225
PARP8,Q8N3A8
EPOR,P19235
USP39,Q53GS9
MED18,Q9BUE0
ARL14EP,Q8N8R7
ANKS3,Q6ZW76
FFAR1,O14842
ADD1,P35611
NT5E,P21589
URB2,Q14146
RB1CC1,Q8TDY2
NKIRAS1,Q9NYS0
FFAR3,O14843
ANAPC15,P60006
BNIP1,Q12981
KIAA1211L,Q6NV74
GPR42,O15529
BCL2L14,Q9BZR8
IDH1,O75874
NPDC1,Q9NQX5
FFAR2,O15552
MPPED2,Q15777
VPS37B,Q9H9H4
SEC31A,O94979
TNRC6B,Q9UPQ9
VAPA,Q9P0L0
ISLR,O14498
ARMCX1,Q9P291
FAM104B,Q5XKR9
ACADM,P11310
GALNT2,Q10471
ATAD5,Q96QE3
KRTDAP,P60985
PDE6A,P16499
MMP14,P50281
PHACTR4,Q8IZ21
ENTPD2,Q9Y5L3
ARMCX6,Q7L4S7
PHYHIPL,Q96FC7
C16orf71,Q8IYS4
NPBWR1,P48145
SLC25A37,Q9NYZ2
PGBD5,Q8N414
SAPCD2,Q86UD0
MTRNR2L10,P0CJ77
OPRK1,P41145
SLC25A40,Q8TBP6
ZAN,Q9Y493
DOCK9,Q9BZ29
RGL3,Q3MIN7
ADSL,P30566
ZNF500,O60304
RPL15,P61313
ARHGEF28,Q8N1W1
PAGE5,Q96GU1
CCM2,Q9BSQ5
UAP1L1,Q3KQV9
LPP,Q93052
SLC24A5,Q71RS6
SLC22A23,A1A5C7
NDUFAF7,Q7L592
DCDC1,P59894
NKX3-1,Q99801
ARMCX3,Q9UH62
NKX2-6,A6NCS4
COG2,Q14746
STC1,P52823
USP26,Q9BXU7
BAG2,O95816
USP40,Q9NVE5
TFDP3,Q5H9I0
LRRTM2,O43300
PAGE3,Q5JUK9
TSKS,Q9UJT2
LSS,P48449
TBR1,Q16650
SEPT12,Q8IYM1
MIS18BP1,Q6P0N0
RAB23,Q9ULC3
THSD7A,Q9UPZ6
NKX2-5,P52952
OR4F17,Q8NGA8
AGT,P01019
GPC4,O75487
MAN1B1,Q9UKM7
UBAC2,Q8NBM4
APCDD1,Q8J025
TRPM3,Q9HCF6
OS9,Q13438
CHD5,Q8TDI0
ABCB9,Q9NP78
STC2,O76061
PPAP2C,O43688
RABGGTB,P53611
GPR18,Q14330
LRP10,Q7Z4F1
PRKD3,O94806
ENTPD1,P49961
CAPN9,O14815
TTC18,Q5T0N1
GPR183,P32249
BOD1,Q96IK1
SIL1,Q9H173
ZNF594,Q96JF6
DNAH9,Q9NYC9
AP2A1,O95782
STAB1,Q9NY15
ADAM28,Q9UKQ2
